2,1,0,-1,1,-1,3,-2,-1,3,7.191559655
-2,3,-3,0,-3,2,-2,3,-2,1,0.704997504
-1,2,0,-1,-3,-1,2,-1,2,-1,6.454929171
-3,1,2,2,1,-1,0,1,-3,-2,22.50566395
-1,2,1,3,2,2,3,-1,0,-1,-1.411214125
-1,2,-1,3,3,-3,3,-2,-1,-3,-7.455869836
-3,1,3,-1,-1,3,-1,2,-1,0,11.66542434
3,3,-3,0,-1,3,2,3,-3,3,48.74043727
0,2,-1,-1,0,-2,0,3,-2,2,2.478221581
3,2,-1,2,3,2,3,2,-1,2,34.04197845
-1,3,1,0,-1,-3,-2,-3,-3,1,17.14263724
-3,-2,0,1,1,-3,1,1,-3,-3,20.88298674
1,1,3,-3,-2,0,2,0,-2,-1,86.1666314
-3,1,-1,-1,2,0,-3,-3,-2,-1,10.07221752
1,3,3,0,3,-1,3,-2,0,-1,18.65125941
-3,3,-3,0,-2,-1,3,-1,-2,0,10.25965958
-3,2,2,0,0,-2,-3,2,0,-3,30.07544595
-3,-3,2,-1,3,1,3,-2,-3,-3,11.76968002
-3,-2,-3,-1,1,2,-1,3,0,3,-4.784892845
-2,1,0,-1,0,-1,1,1,-1,3,10.19988537
0,-1,-2,1,1,1,-2,-3,-1,0,-5.949609891
1,1,-3,2,3,-2,0,2,-1,-3,-14.6956622
-3,2,-3,2,0,3,3,-1,-1,3,-28.23450387
0,-1,3,2,-2,-1,-1,3,3,-3,9.519827904
-3,3,1,2,0,-1,1,0,0,-2,18.84491689
-2,1,2,-2,3,-1,1,0,-1,1,27.88982221
2,0,0,-3,3,-2,1,-2,-3,3,24.38480105
-3,0,-3,1,-1,0,3,0,0,2,-16.9093498
-1,-1,-2,3,-2,0,1,0,-2,1,-52.7768261
-3,0,3,0,-3,0,1,-1,3,-2,21.06014878
3,-3,-2,2,0,1,2,0,-2,2,14.64027145
3,2,0,2,3,2,0,-1,-1,-2,32.12694392
2,3,-3,-1,2,1,-3,2,1,3,15.24415543
1,-1,-3,-2,1,-1,0,0,-2,-1,2.815973329
3,0,2,3,-3,0,0,-3,-1,1,80.69699168
1,-2,-1,2,-2,1,1,-3,1,-3,2.180900869
-3,-3,0,3,-2,0,0,0,-2,-2,-43.36932798
-3,-2,2,0,-2,-1,0,3,3,1,21.9431333
0,-3,-2,2,3,0,-1,-1,-1,-2,-41.19007562
0,-1,1,-1,2,-1,0,-2,-2,-2,3.304445108
-2,-2,0,-3,-2,1,0,-2,3,-1,5.705567584
-1,2,2,-3,2,-2,3,-3,-3,1,66.71984451
-2,-2,-3,3,2,0,3,3,-3,-3,-115.5471985
0,3,2,2,2,2,-3,2,0,0,2.800631786
2,-2,1,2,2,-3,-3,3,-3,1,3.994416671
3,2,-1,3,-3,-3,3,1,-2,0,72.15272449
0,2,0,0,3,0,0,3,0,3,-0.261327363
1,1,3,1,1,2,-1,2,-1,0,6.726759778
1,1,3,1,-1,2,1,-1,-2,-3,9.713158633
-1,-1,-3,1,-2,3,1,-1,-3,-1,-16.70542124
2,-2,1,3,-2,0,2,-2,-3,-2,27.7854207
-2,1,1,3,-2,-3,2,2,3,3,17.90633863
3,2,-3,0,-3,-2,-3,-2,0,2,26.46097699
2,1,-1,0,-1,-1,3,0,-2,2,8.328617634
