1,0,-1,0,-3,0,13.14773437
0,-2,-1,0,1,-3,8.836004683
-2,0,1,1,1,-1,9.932215839
-3,0,-2,1,3,2,5.340708822
2,1,-3,0,1,-3,6.446001219
0,3,-2,-1,-3,-2,5.889992702
-3,1,-3,2,-3,0,10.97551996
-3,1,-3,3,2,-3,13.85971241
1,0,3,-1,-2,2,9.329786339
-2,3,-3,1,-3,-2,13.54899315
3,1,0,3,3,1,23.87452675
3,3,-3,1,-2,1,31.64454258
-1,0,0,-2,2,2,1.82617948
-1,1,2,1,0,1,5.487582218
-1,2,0,-1,-3,0,6.84667795
0,-2,0,1,3,-1,3.596153457
2,-2,2,-2,0,3,12.49784965
-2,2,2,2,0,-3,14.91640033
2,0,-1,-3,2,-2,5.205001539
-3,3,1,3,-2,0,12.30488912
0,0,-3,-1,2,3,8.134877376
3,-2,-3,1,-3,3,42.1679806
3,-1,0,-3,-3,-2,10.90352792
-3,2,-3,-3,3,0,9.229231411
3,-3,3,-2,1,2,13.16538067
3,0,2,2,2,0,18.80209942
2,-2,3,3,-1,-3,27.9634083
3,-2,1,3,2,0,26.46529468
-3,-2,-1,3,-2,2,7.573250684
0,1,2,-1,3,-3,8.071000352
1,3,-1,-2,0,2,9.5063587
-1,-3,2,1,-1,-3,14.00925618
3,1,0,3,3,-2,19.94903658
-3,-2,2,-2,-2,3,7.194264423
-3,-1,-3,-2,-2,0,9.170905853
1,2,-3,3,3,-2,5.468054211
-2,-2,2,1,-2,0,12.27463108
-1,-1,1,-2,0,0,6.659265668
3,3,1,0,3,-3,7.539569041
-3,0,-1,-3,-3,3,2.851983926
-3,-2,3,-3,-2,0,13.48947506
3,-3,2,-1,0,2,16.29590227
2,-2,-1,2,-3,-3,30.69486075
1,-3,-3,2,0,0,13.79856814
0,2,1,2,-1,0,7.138483078
1,1,-2,2,-3,-3,16.56928533
2,3,1,-1,3,-2,3.703497106
3,1,1,-1,0,-1,14.13063027
3,-2,1,2,-1,-1,33.68787317
2,1,-1,-1,2,-2,6.212966205
-2,3,3,-1,3,2,6.869765456
0,1,3,3,2,3,9.889338268
-1,-1,1,0,3,-1,8.765985377
3,-1,-2,3,-1,-2,49.01271742
1,-2,-2,-1,-1,2,10.75126683
1,-1,-2,-1,-1,1,10.37979368
-2,-2,-2,-2,3,2,3.532548877
0,3,-2,0,-1,-3,7.123057645
3,-2,3,3,-1,0,50.3480209
1,0,-3,-2,3,-3,1.173247496
3,2,3,3,3,2,22.44236158
-2,2,2,-2,3,3,3.285004713
3,-1,-1,-3,2,-3,5.777211552
2,-3,-3,-1,1,-3,7.538671354
-2,0,1,3,2,-1,12.24592346
-2,1,2,-3,-1,-1,10.38424491
1,-2,-2,2,0,2,16.52305449
3,0,1,2,0,2,28.88745215
-2,0,3,-1,0,1,8.300123112
0,3,2,-2,-3,2,5.006092104
2,3,0,-2,0,1,11.43449434
-1,-1,-2,-1,2,0,3.11709382
1,-3,1,-2,3,-2,2.558028213
0,-2,3,1,2,-2,8.914560842
0,-3,-2,3,1,0,6.65576787
3,1,-2,3,-1,0,51.51581739
1,1,-1,2,1,1,11.19113909
-3,-2,-2,-3,-3,2,6.030266284
-3,0,-2,2,3,1,9.030528145
2,1,-3,3,-2,3,44.47539947
-2,1,-3,3,-2,0,9.241534543
-3,0,3,0,-2,2,9.186545704
-2,-3,-3,2,1,0,5.593298867
-1,0,3,-3,2,0,6.205148397
2,-1,-2,-2,-1,3,13.88629589
3,-3,-3,3,2,3,31.23599269
-2,2,-3,2,3,3,4.494938921
-1,2,-3,1,3,-3,7.705746486
-2,-1,-2,-3,1,2,2.436858941
1,-1,2,0,3,2,7.757129059
-3,-3,1,0,0,-1,10.44263698
-1,-3,-2,-3,-1,3,5.708912086
0,0,1,3,-1,1,10.33228815
2,3,2,-2,3,-2,3.042333643
3,-3,1,0,3,3,17.18725035
2,-2,1,-2,0,2,11.11399044
3,-3,1,-1,1,-3,7.577692127
-3,2,0,-2,3,-1,11.15285635
-3,-2,-3,2,-1,2,7.359166267
-3,-2,2,-2,-2,-3,12.92869151
3,0,2,-2,-1,1,14.4478525
-3,-1,3,-2,3,-2,13.11875019
-3,-2,-1,3,0,1,9.840966167
-1,-1,-3,3,-2,-3,14.13401142
-3,2,2,2,-1,1,10.67308747
-2,3,2,2,1,3,4.90038716
3,3,3,1,3,1,13.90254629
-3,-1,-1,-3,2,-1,11.4647596
1,1,0,-2,3,0,5.804806229
-1,-2,-1,-2,-2,-3,10.5591639
2,0,2,3,-2,-2,35.40780881
-2,0,1,-1,2,1,6.75261959
-3,-2,2,3,-1,-3,13.304257
1,0,-1,-3,-1,2,9.756963336
-3,1,1,0,1,0,10.58076671
-3,-3,3,0,1,0,11.79227183
3,3,-3,1,-3,3,40.42365195
3,1,-1,2,2,0,18.29380147
-1,-1,0,2,-1,3,8.131940042
3,3,-1,-2,0,2,14.14300801
-2,-2,0,-1,1,2,3.166610824
2,-3,3,1,2,3,13.47753043
-3,-2,-2,3,1,-3,14.91846715
-2,-1,-3,2,2,2,1.050753744
-1,-1,-1,-1,2,0,3.179280204
-3,-3,-1,2,1,1,9.181932817
-2,-2,1,-2,-1,3,1.792843741
3,1,1,2,-2,-3,35.45686161
2,0,1,1,2,3,17.51683886
3,-1,-2,2,-1,3,39.63732469
1,1,2,2,-2,-3,17.23465361
1,-1,2,1,-2,1,13.91331693
1,2,-1,-3,1,-3,4.01799665
-2,2,-3,0,-2,0,6.411789678
-2,-1,1,-2,2,2,4.088367972
-2,-2,-2,0,-2,2,0.59465242
2,-3,-1,-2,2,-1,4.917167271
1,-2,-2,0,-3,0,11.79196337
-2,0,-2,-3,-2,-2,10.4181938
0,-3,-1,-1,3,3,8.354387367
0,-3,2,-1,1,3,7.361675328
0,1,3,-3,-2,1,0.254593043
-1,3,3,-3,-3,1,5.858769448
-1,0,-1,-3,-3,-3,8.995307531
-1,1,3,-3,-3,2,0.780134665
-3,3,-1,-1,1,3,7.218115277
1,1,1,-3,0,3,11.34688606
-1,-2,-3,0,3,-1,7.252579716
3,-2,0,1,2,1,16.78201511
2,0,0,-2,3,0,8.382661029
-1,-3,-3,-2,-2,0,0.68933219
1,-3,3,-3,0,-3,7.686323972
3,-1,2,3,3,1,23.28526172
-1,-1,1,-2,-3,-3,12.08421674
2,3,0,2,2,1,14.9026578
-2,-1,1,-3,-2,1,8.570374433
2,3,-3,-2,2,-3,5.210447179
-3,0,1,1,2,-3,12.14933988
-2,0,0,1,-3,2,5.272247483
3,-1,0,-2,0,-2,8.576518409
1,-2,-3,1,1,-3,1.181455975
0,-2,2,-2,3,-3,7.910503053
-3,2,1,-1,-1,-3,12.43058617
2,2,-1,-3,-3,3,14.73952242
-3,1,-2,-1,-2,1,9.010738658
3,3,-2,-1,-2,-2,17.45101951
1,-1,-2,0,-3,-2,7.738192249
2,1,-2,1,0,2,16.07091784
2,0,-1,-2,-3,-3,5.943280344
-3,0,2,-3,2,2,8.421562863
-1,2,3,3,-2,1,12.02087409
3,3,-3,3,2,3,31.36389218
3,1,0,0,-2,-3,17.74924152
2,3,0,-2,3,0,7.689167188
-3,-1,0,1,0,2,6.745821586
-1,2,0,2,-3,-1,12.01918352
-3,-2,-2,-2,2,-2,12.81991126
3,-3,-2,-2,-2,-2,13.94458206
0,3,-1,3,2,-3,10.88394012
-1,3,0,0,-3,2,3.179113432
-2,-2,-1,1,-3,3,2.713778338
0,-3,0,-2,1,3,6.721331626
0,-3,-1,2,-2,3,16.65585589
0,1,0,-2,2,-2,4.757899068
-2,0,1,0,2,-2,11.23640849
2,3,1,-2,-2,0,10.89012228
0,0,-3,-1,0,-2,3.910181815
1,1,0,-3,1,3,10.13781168
-1,-2,1,-3,-1,-1,6.338329497
1,-3,-2,2,1,-1,10.49878649
-2,-1,0,-1,1,0,7.307170075
-3,-2,3,3,2,1,13.17401942
-3,-1,-3,-2,2,0,8.313466729
3,0,3,1,2,2,16.46461894
-2,3,3,3,2,-3,15.47504733
3,-1,-1,-3,3,3,13.67172319
3,-3,3,3,0,1,39.44571448
-2,3,1,-1,0,-1,10.69330218
-3,3,0,-2,0,-1,11.85740597
-3,-3,-2,-1,2,0,11.14759633
-1,-1,3,1,-3,-2,13.40485948
3,1,-2,-3,-3,1,16.21303022
3,0,-1,-2,0,3,15.97585947
0,-2,3,1,-2,3,9.381353234
-1,2,2,-1,0,-1,9.305621062
3,-3,1,0,-2,2,23.02404282
1,-2,0,-2,-2,-2,3.673216029
0,-3,0,3,2,-3,11.15512194
3,-1,3,-3,1,3,12.74517923
-2,-3,-1,-2,-1,3,-0.741868036
-1,-2,3,-1,1,2,3.742835986
1,1,-3,-1,1,-1,7.249980325
3,3,-3,2,0,3,32.58813435
0,-1,2,-3,3,-1,4.813227795
3,2,-1,-3,-3,3,15.98006974
-2,-2,1,-2,2,-1,10.70513231
-3,-1,2,-1,-2,-2,13.79514744
-3,-2,3,-3,1,-3,12.69321844
0,0,-1,3,2,-2,8.889140202
